customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,CustomerFeedback,feedback_length,word_count,sentiment_pos,sentiment_neg,sentiment_neu,sentiment_compound,sentiment_flag,service_count,avg_charges_per_month,is_high_value_customer,is_new_customer,tenure_x_charges,sentiment_x_charges
5375,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,1,2,29.85,29.85,0,i have been using the dsl internet service from this provider for the past month and so far i am satisfied with the service the connection has been reliable and the speed is sufficient for my needs the monthly charges are reasonable at 29 85 and i appreciate the convenience of paying through electronic check overall i have had a positive experience and would recommend this provider to others,394,69,0.149,0.027,0.824,0.8591,1,2,29.85,0,1,29.85,25.644135000000002
3962,1,0,0,0,34,1,0,0,2,0,2,0,0,0,1,0,3,56.95,1889.5,0,i have been a customer with this company for over two and a half years now and i have been very satisfied with their service the dsl internet has been reliable and the monthly charges are reasonable at 56 95 i prefer to pay by mailing in a check and have never had any issues with my payments overall i have no complaints and would recommend this company to others looking for internet service,393,74,0.098,0.044,0.859,0.6543,1,4,55.5735294117647,0,0,1936.3000000000002,37.262385
2564,1,0,0,0,2,1,0,0,2,2,0,0,0,0,0,1,3,53.85,108.15,1,i recently signed up for dsl internet service with this provider two months ago on a month to month contract unfortunately i have already decided to churn and switch to a different provider the monthly charges of 53 85 were reasonable but i found the internet service to be unreliable and slow additionally having to mail in a check for payment was inconvenient and outdated i would not recommend this provider to others looking for reliable and convenient internet service,473,80,0.0,0.106,0.894,-0.7915,-1,4,54.075,0,1,107.7,-42.622275
5535,1,0,0,0,45,0,1,0,2,0,2,2,0,0,1,0,0,42.3,1840.75,0,i have been a loyal customer with this company for 45 months now and i am very satisfied with the service they provide the monthly charges are reasonable at 42 3 and i appreciate the convenience of automatic bank transfer for payment the dsl internet service has been reliable and meets my needs overall i have had a positive experience with this company and have no plans to churn in the near future,400,73,0.149,0.051,0.8,0.8479,1,6,40.90555555555556,0,0,1903.4999999999998,35.86617
6511,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,70.7,151.65,1,i recently switched to this fiber optic internet service provider two months ago on a month to month contract the monthly charges of 70 7 seemed reasonable at first but unfortunately i have experienced frequent outages and slow speeds the payment method of electronic check has been convenient but i am disappointed with the overall service i have decided to churn and look for a more reliable internet provider,411,69,0.0,0.118,0.882,-0.8316,-1,0,75.825,0,1,141.4,-58.79412
6551,0,0,0,0,8,1,2,1,0,0,2,0,2,2,0,1,2,99.65,820.5,1,i recently decided to churn from this internet service provider after 8 months of being a customer the monthly charges of 99 65 for fiber optic internet were reasonable but i found the service to be inconsistent and unreliable the payment method of electronic check was convenient but ultimately i was not satisfied with the overall experience i will be looking for a new provider that can offer more reliable service,417,71,0.0,0.062,0.938,-0.5496,-1,6,102.5625,0,0,797.2,-54.76764
1002,1,0,0,1,22,1,2,1,0,2,0,0,2,0,0,1,1,89.1,1949.4,0,i have been a customer with this company for 22 months now and have been extremely satisfied with the service the fiber optic internet service is fast and reliable and i have had no issues with connectivity the automatic credit card payment method is convenient and ensures that my bill is always paid on time the monthly charge of 89 1 is reasonable for the quality of service i receive overall i have no complaints and would highly recommend this company to others,466,83,0.118,0.024,0.858,0.8198,1,4,88.60909090909091,1,0,1960.1999999999998,73.04418
4770,0,0,0,0,10,0,1,0,2,0,0,0,0,0,0,0,3,29.75,301.9,0,i have been a customer with this company for 10 months now and i am very satisfied with the dsl internet service they provide the monthly charges are affordable at 29 75 and i appreciate the flexibility of the month to month contract i prefer to pay by mailing a check and have had no issues with the billing process overall i have had a positive experience with this company and have no intentions of churning,410,76,0.134,0.09,0.775,0.7089,1,2,30.189999999999998,0,0,297.5,21.089775
5604,0,0,1,0,28,1,2,1,0,0,2,2,2,2,0,1,2,104.8,3046.05,1,i recently decided to cancel my service after 28 months with the company while i appreciated the fast and reliable fiber optic internet service provided i found that the monthly charges of 104 80 were becoming too expensive for my budget the ability to pay with an electronic check was convenient but ultimately i had to switch to a more affordable option i would consider returning in the future if there are more competitive pricing options available,452,77,0.077,0.052,0.871,0.4659,1,8,108.78750000000001,1,0,2934.4,48.826319999999996
4534,1,0,0,1,62,1,0,0,2,2,0,0,0,0,1,0,0,56.15,3487.95,0,i have been a customer with this dsl provider for over five years now and i have been satisfied with the service overall the automatic bank transfer for payment has been convenient and hassle free the monthly charges of 56 15 are reasonable for the internet service i receive i appreciate the consistency of the service and have not experienced any issues that would lead me to consider churning to a different provider overall i am happy with my experience as a long term customer,481,85,0.132,0.022,0.846,0.886,1,4,56.25725806451613,0,0,3481.2999999999997,49.7489
6871,1,0,1,1,13,1,0,0,2,0,0,0,0,0,0,1,3,49.95,587.45,0,i have been a customer with this internet provider for 13 months now and i am overall satisfied with the service the monthly charges of 49 95 for dsl internet are reasonable and the speed is sufficient for my needs i appreciate the flexibility of the month to month contract as it allows me to easily make changes if needed the only downside is that i have to pay by mailed check which can be a bit inconvenient overall i have had a positive experience and have not experienced any issues that would make me consider switching providers,536,98,0.125,0.071,0.803,0.7906,1,2,45.18846153846154,0,0,649.35,39.49047
5288,1,0,0,0,16,1,0,2,1,1,1,1,1,1,2,0,1,18.95,326.8,0,i have been a customer with this company for 16 months now and i am happy to say that i have not experienced any issues with their service the monthly charges of 18 95 are affordable and the automatic credit card payment method makes it convenient for me to pay my bills on time even though i do not have internet service with them i have been satisfied with the overall customer experience i am looking forward to continuing my contract with them for the remaining duration,474,87,0.096,0.037,0.867,0.765,1,6,20.425,0,0,303.2,14.49675
5751,1,0,1,0,58,1,2,1,0,0,2,0,2,2,1,0,1,100.35,5681.1,0,i have been a customer with this fiber optic internet service provider for 58 months now and i have been very satisfied with the service the connection is fast and reliable and i have never experienced any issues with my internet connection the monthly charges of 100 35 are reasonable for the quality of service that i receive i appreciate the convenience of automatic credit card payments which makes it easy to manage my bill overall i have no complaints and would recommend this provider to others,501,87,0.164,0.021,0.815,0.9178,1,6,97.95,1,0,5820.299999999999,92.10122999999999
174,1,0,0,0,49,1,2,1,0,2,2,0,2,2,0,1,0,103.7,5036.3,1,i recently decided to switch internet providers after being with my previous provider for almost four years while the fiber optic internet service was reliable and fast the monthly charges of 103 70 were a bit steep for me especially since i was on a month to month contract the automatic bank transfer payment method was convenient but ultimately i decided to shop around for a more cost effective option overall i had a positive experience with the service itself but the pricing ultimately led me to churn,508,88,0.099,0.016,0.885,0.8726,1,8,102.78163265306122,1,0,5081.3,90.48862000000001
3615,1,0,0,0,25,1,0,1,2,0,2,2,2,2,0,1,2,105.5,2686.05,0,i have been a customer with this company for 25 months now and i am very satisfied with the service the fiber optic internet is fast and reliable and i have had no issues with connectivity the monthly charges of 105 5 are reasonable for the quality of service provided i appreciate being able to pay with electronic check as it is convenient and easy to manage overall i have no complaints and am happy to continue with this service on a month to month basis,458,86,0.149,0.058,0.793,0.8736,1,10,107.44200000000001,1,0,2637.5,92.1648
2556,0,0,1,1,69,1,2,1,2,2,2,2,2,2,2,0,1,113.25,7895.15,0,i have been a customer with this company for almost 6 years now and i have been extremely satisfied with their fiber optic internet service the speed and reliability have been excellent and i have never had any issues with connectivity the automatic credit card payment method is convenient and hassle free even though the monthly charges are a bit on the higher side at 113 25 i believe the quality of service justifies the cost overall i am very happy with my experience and have no plans to churn anytime soon,512,92,0.157,0.041,0.802,0.9244,1,12,114.42246376811593,1,0,7814.25,104.6883
5820,0,0,0,0,52,1,0,2,1,1,1,1,1,1,1,0,3,20.65,1022.95,0,i have been a customer with this company for over four years now and i have never had any issues with their service the monthly charges are very affordable at 20 65 and i appreciate the option to pay by mailed check even though i do not have internet service with them i have been satisfied with the quality of their customer service and overall experience i am happy to say that i have not experienced any reason to consider churning from this company,452,84,0.1,0.038,0.862,0.7717,1,6,19.672115384615385,0,0,1073.8,15.935605
7019,1,0,0,1,71,1,2,1,2,0,2,0,2,2,2,0,0,106.7,7382.25,0,i have been a customer with this company for over 6 years now and i am extremely satisfied with the service i have received the fiber optic internet service has been reliable and fast and i have had no issues with connectivity the automatic bank transfer for payment has been convenient and hassle free the monthly charges of 106 7 for the two year contract are reasonable for the quality of service provided overall i would highly recommend this company to others looking for a reliable internet service provider,513,89,0.094,0.044,0.862,0.7083,1,8,103.97535211267606,1,0,7575.7,75.57561000000001
2937,0,0,1,1,10,1,0,0,0,0,2,2,0,0,0,0,1,55.2,528.35,1,i have been a customer with this internet service provider for 10 months on a month to month contract with automatic credit card payments unfortunately i have decided to churn due to the unreliable dsl internet service the monthly charges of 55 2 were reasonable but the frequent outages and slow speeds were not worth the cost i would recommend looking into other internet service providers for more reliable service,417,70,0.067,0.07,0.863,0.2025,1,4,52.835,0,0,552.0,11.178
2928,0,0,0,0,21,1,0,1,0,2,2,0,0,2,0,1,2,90.05,1862.9,0,i have been a customer with this company for 21 months and have been satisfied with the fiber optic internet service the monthly charges of 90 05 are reasonable for the speed and reliability of the connection i appreciate the convenience of paying with electronic check and have had no issues with billing or service interruptions overall i am happy with my experience and have no plans to switch providers,406,70,0.113,0.113,0.774,0.25,1,6,88.70952380952382,1,0,1891.05,22.5125
6207,1,1,0,0,1,0,1,0,0,0,2,0,0,2,0,1,2,39.65,39.65,1,i recently signed up for dsl internet service with this provider on a month to month contract after just one month i decided to cancel due to slow and unreliable internet speeds the monthly charges of 39 65 were reasonable but i expected better performance for the price i also found the payment method of electronic check to be convenient overall i was disappointed with the service and chose to churn after only one month,423,75,0.047,0.088,0.865,-0.3291,-1,4,39.65,0,1,39.65,-13.048815
1141,1,0,1,0,12,1,0,2,1,1,1,1,1,1,1,0,0,19.8,202.25,0,i have been a customer with this company for 12 months now and i am pleased to say that i have had no issues with churn the monthly charges of 19 8 are affordable and the automatic bank transfer payment method is convenient for me however i do wish that internet service was offered as part of my contract overall i am satisfied with my experience as a customer,361,69,0.11,0.056,0.834,0.6249,1,6,16.854166666666668,0,0,237.60000000000002,12.37302
723,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.15,20.15,1,i recently signed up for internet service with this company on a month to month basis unfortunately after just one month i decided to cancel due to some personal reasons i found the monthly charges of 20 15 to be reasonable but i was disappointed to find out that they do not offer internet service in my area i also found it inconvenient that the only payment method available was to mail a check overall my experience as a customer was short lived but somewhat frustrating,474,86,0.0,0.162,0.838,-0.9247,-1,6,20.15,0,1,20.15,-18.632704999999998
2541,0,0,1,0,58,1,2,0,0,2,0,2,0,0,2,1,1,59.9,3505.1,0,i have been a loyal customer with this company for almost 5 years now and i have had a positive experience overall the dsl internet service has been reliable and i have not experienced any major issues with it the monthly charges of 59 9 are reasonable for the service provided i appreciate the convenience of having my payments automatically deducted from my credit card each month overall i am satisfied with the service and have no complaints,445,78,0.189,0.023,0.788,0.932,1,4,60.432758620689654,0,0,3474.2,55.8268
4479,1,0,1,1,49,1,0,0,2,2,0,2,0,0,0,0,1,59.6,2970.3,0,i have been a customer of this dsl internet service provider for nearly four years now and i have been very satisfied with their service the monthly charges are reasonable at 59 6 and i appreciate the convenience of automatic credit card payments the internet connection has been reliable and i have had no issues with downtime overall i have no complaints and would recommend this provider to others looking for a reliable and affordable internet service,455,77,0.15,0.049,0.8,0.8339,1,6,60.61836734693878,0,0,2920.4,49.70044
4873,0,0,0,0,30,1,0,0,2,2,0,0,0,0,0,1,0,55.3,1530.6,0,i have been a customer with this company for 30 months now and i have been very satisfied with their service the monthly charges of 55 3 for dsl internet are very reasonable and the automatic bank transfer payment method makes it convenient for me to pay my bill on time i have never experienced any issues with my internet service and have had no reason to consider churning to another provider overall i am happy with the service i am receiving and would recommend this company to others,489,89,0.095,0.058,0.847,0.6801,1,4,51.019999999999996,0,0,1659.0,37.60953
4584,1,0,1,1,47,1,2,1,0,2,0,0,2,2,0,1,2,99.35,4749.15,1,i have been a customer with this company for almost four years now but i have decided to churn and cancel my service the monthly charges of 99 35 for fiber optic internet were reasonable but i have found a better deal with another provider the month to month contract type was convenient for me but i have been having issues with the electronic check payment method overall i have had a satisfactory experience with the internet service itself but i ultimately decided to switch due to cost and payment method issues,516,92,0.071,0.051,0.878,0.4497,1,6,101.04574468085106,1,0,4669.45,44.67769499999999
6119,1,0,1,1,1,0,1,0,0,2,0,0,0,0,0,0,2,30.2,30.2,1,i recently signed up for dsl internet service with this provider on a month to month contract unfortunately after just one month i decided to switch to a different provider due to slow and unreliable internet speeds the monthly charges were reasonable at 30 2 and i appreciated the convenience of paying with an electronic check however the overall service did not meet my expectations and i ultimately chose to churn,417,71,0.044,0.059,0.897,-0.0516,-1,2,30.2,0,1,30.2,-1.55832
3733,1,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,1,90.25,6369.45,0,i have been a customer with this company for 6 years now and i have been very satisfied with the service overall the internet service provided through dsl has been reliable and consistent with few interruptions the automatic credit card payment method has made bill paying convenient and hassle free although the monthly charges are a bit on the higher side at 90 25 i feel that the quality of service justifies the cost overall i have no complaints and would recommend this company to others,492,86,0.141,0.049,0.81,0.8381,1,12,88.46458333333334,1,0,6498.0,75.638525
6199,0,0,0,1,17,1,0,0,0,0,0,0,2,2,0,1,3,64.7,1093.1,1,i recently decided to switch internet providers after being with this company for 17 months on a month to month contract the dsl service was reliable for the most part but i found the monthly charges of 64 7 to be a bit on the higher side compared to other providers in the area additionally having to mail a check for payment was a bit inconvenient for me overall i decided to churn and go with a different provider that offered better value for the price,456,86,0.073,0.061,0.866,0.296,1,4,64.3,0,0,1099.9,19.1512
2700,0,1,1,0,71,1,2,1,2,2,2,2,0,0,2,1,1,96.35,6766.95,0,i have been a customer with this company for over 6 years now and i have been extremely satisfied with the service the fiber optic internet service is fast and reliable and the monthly charges are reasonable for the quality of service provided i appreciate the convenience of automatic credit card payments as it ensures that my bill is always paid on time overall i have had a great experience with this company and would highly recommend them to others,454,80,0.167,0.023,0.81,0.9214,1,8,95.30915492957746,1,0,6840.849999999999,88.77689
3481,1,1,1,0,2,1,0,1,0,0,2,0,2,2,0,1,1,95.5,181.65,0,i have been a customer with this fiber optic internet service provider for 2 months now and i am extremely satisfied with the service the connection is fast and reliable and i have not experienced any issues with downtime or slow speeds the automatic payment method with my credit card makes it convenient to pay my monthly bill of 95 5 overall i would highly recommend this service to others looking for a reliable internet provider,433,76,0.104,0.017,0.879,0.7956,1,6,90.825,0,1,191.0,75.9798
4844,0,0,1,1,27,1,0,0,2,2,2,2,0,0,1,0,3,66.15,1874.45,0,i have been a customer with this company for almost two and a half years now and i have been satisfied with the service overall the dsl internet service has been reliable and the monthly charges of 66 15 are reasonable i appreciate the option to pay by mailed check as it is convenient for me i have not experienced any issues with billing or service disruptions during my time as a customer overall i am happy with the service provided and do not plan on churning anytime soon,477,89,0.094,0.06,0.846,0.6486,1,8,69.42407407407407,0,0,1786.0500000000002,42.90489
5194,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,20.2,20.2,0,i have been a customer with this company for just one month and so far i am very satisfied with the service the month to month contract and automatic bank transfer payment method make it convenient for me to manage my account although i do not have internet service with this company the monthly charges of 20 2 are reasonable i have not experienced any issues with billing or service so i have no complaints overall i am happy with my experience as a new customer,464,86,0.11,0.022,0.867,0.8028,1,6,20.2,0,1,20.2,16.216559999999998
2384,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,45.25,45.25,0,i have been a customer with this internet service provider for one month now and i am overall satisfied with the service the monthly charges are reasonable at 45 25 and the automatic bank transfer payment method is convenient for me the dsl internet service has been reliable so far and i have not experienced any issues with connectivity i appreciate the flexibility of the month to month contract and have no plans to churn at this time i would recommend this provider to others looking for a reliable and affordable internet service option,542,94,0.101,0.042,0.857,0.7269,1,0,45.25,0,1,45.25,32.892224999999996
4423,0,0,1,1,72,1,2,1,2,2,0,2,2,0,2,0,0,99.9,7251.7,0,i have been a customer with this company for six years now and i have been very satisfied with the service the fiber optic internet has been extremely reliable and fast and i have had no issues with connectivity the automatic bank transfer payment method is convenient and hassle free the monthly charges of 99 9 are reasonable considering the quality of service i receive overall i have no complaints and would recommend this company to others,444,77,0.129,0.05,0.821,0.7815,1,8,100.71805555555555,1,0,7192.8,78.07185
4292,1,0,0,0,5,1,0,1,0,0,0,0,0,0,0,1,2,69.7,316.9,1,i recently made the decision to churn from my current internet service provider after being with them for 5 months on a month to month contract while the fiber optic internet service was fast and reliable i found that the monthly charges of 69 7 were higher than i was willing to pay additionally i had some issues with the electronic check payment method as it was not always convenient for me to use overall i would recommend this provider for their quality internet service but i ultimately decided to switch to a different provider that offered more affordable pricing and a payment method that better suited my needs,621,109,0.049,0.024,0.926,0.5927,1,0,63.379999999999995,0,1,348.5,41.31119
4656,0,0,0,0,46,1,0,1,0,0,2,0,0,0,0,1,1,74.8,3548.3,0,i have been a customer with this company for almost 4 years now and i have been extremely satisfied with their fiber optic internet service the speed and reliability have been top notch and i have had no issues with connectivity the automatic credit card payment method makes it convenient for me to pay my monthly bill on time even though the monthly charges are a bit on the higher side at 74 8 i believe the quality of service is worth it overall i have no complaints and am happy to continue being a loyal customer,518,97,0.166,0.051,0.783,0.9144,1,2,77.13695652173914,0,0,3440.7999999999997,68.39712
3828,1,0,0,0,34,1,2,1,0,2,2,0,2,2,0,1,2,106.35,3549.25,1,i have been a customer with this company for 34 months now but unfortunately i have decided to churn the monthly charges of 106 35 for fiber optic internet service were reasonable but i found the service to be inconsistent and unreliable additionally the payment method of electronic check was convenient but i experienced issues with billing errors and customer service support overall i was not satisfied with the level of service provided and have chosen to switch to a different provider,491,82,0.038,0.128,0.833,-0.8073,-1,8,104.38970588235294,1,0,3615.8999999999996,-85.856355
5803,0,0,0,0,11,1,2,1,0,0,2,0,2,2,0,1,0,97.85,1105.4,1,i was a customer of this fiber optic internet service provider for 11 months on a month to month contract the monthly charges of 97 85 were reasonable for the high speed internet i received i appreciated the convenience of automatic bank transfers for payment however i ultimately decided to churn because i found a better deal with another provider overall i had a positive experience with this company but ultimately had to switch for financial reasons,454,77,0.079,0.019,0.902,0.5927,1,6,100.4909090909091,0,0,1076.35,57.995695
6263,1,0,1,1,10,1,0,0,0,2,0,0,0,0,1,0,3,49.55,475.7,0,i have been a customer with this dsl internet service provider for 10 months now and have not experienced any issues with their service the monthly charges of 49 55 are reasonable for the speed and reliability of the internet connection i appreciate being able to pay with a mailed check as it is convenient for me overall i am satisfied with my experience and do not plan on switching providers any time soon,409,74,0.07,0.044,0.886,0.4588,1,2,47.57,0,0,495.5,22.733539999999998
6671,0,0,1,1,70,1,2,0,2,2,0,0,2,0,2,1,1,69.2,4872.35,0,after 70 months of being a loyal customer with this company i can confidently say that i am extremely satisfied with the service provided the two year contract with dsl internet has been reliable and consistent with no issues or disruptions in service the monthly charges of 69 2 are reasonable for the quality of service received the automatic credit card payment method makes it convenient and hassle free to pay my bill on time every month overall i have had a positive experience with this company and have no intentions of churning in the near future,555,97,0.182,0.069,0.75,0.9316,1,6,69.605,0,0,4844.0,64.46672
6956,0,0,1,1,17,1,0,2,1,1,1,1,1,1,1,0,3,20.75,418.25,0,i have been a customer with this company for 17 months now and i have not experienced any issues with churning i have been on a one year contract with monthly charges of 20 75 which i find to be very reasonable although i do not have internet service with this company i have been satisfied with the payment method of mailing a check overall i am happy with my experience as a customer and would recommend this company to others,428,81,0.102,0.024,0.874,0.7845,1,6,24.602941176470587,0,0,352.75,16.278375
3268,0,0,0,0,63,1,2,0,2,2,2,2,2,0,2,1,1,79.85,4861.45,0,i have been a customer with this company for over five years now and have been satisfied with the service overall the monthly charges are reasonable for the internet service i receive through dsl the automatic credit card payment method is convenient and hassle free i have not experienced any issues with the service or billing that would prompt me to consider leaving overall i am a happy and loyal customer,409,71,0.188,0.025,0.787,0.9246,1,10,77.16587301587302,0,0,5030.549999999999,73.82930999999999
2862,0,0,1,0,13,1,2,0,2,2,0,2,2,0,0,1,2,76.2,981.45,0,i have been a customer with this internet service provider for 13 months now and i am very satisfied with the service the monthly charges of 76 2 for dsl internet are reasonable and the payment method through electronic check is convenient i appreciate the flexibility of the month to month contract and i have not experienced any issues with the service that would make me consider churning overall i would recommend this provider to others looking for reliable internet service,479,81,0.12,0.024,0.856,0.8221,1,8,75.49615384615385,0,0,990.6,62.644020000000005
2599,0,0,0,0,49,1,2,1,0,0,0,0,0,2,0,1,2,84.5,3906.7,0,i have been a customer with this company for almost four years now and i have been extremely satisfied with the service the fiber optic internet is fast and reliable and i have never experienced any issues with connectivity the monthly charges are reasonable at 84 50 and i appreciate the convenience of being able to pay with electronic check overall i have no complaints and would highly recommend this company to others,422,73,0.133,0.043,0.824,0.8097,1,2,79.72857142857143,1,0,4140.5,68.41965
4212,1,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,3,49.25,97.0,0,i have been a customer with this internet service provider for 2 months now and i am happy to say that i have had no issues with churning the month to month contract option works well for my needs and the monthly charges of 49 25 are affordable the dsl internet service has been reliable and i have not experienced any major outages the only downside for me is the payment method of mailed check which can be a bit inconvenient overall i am satisfied with the service provided,476,89,0.087,0.088,0.826,0.2263,1,2,48.5,0,1,98.5,11.145275
5510,0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,2,80.65,144.15,1,i recently switched to this fiber optic internet service provider and signed up for a month to month contract however after just 2 months of service i decided to cancel due to a better deal with another provider the monthly charges of 80 65 were reasonable but i found a cheaper option elsewhere the payment method of electronic check was convenient and easy to use overall i had a positive experience with the service but ultimately chose to switch due to cost savings,469,83,0.117,0.033,0.85,0.8641,1,2,72.075,0,1,161.3,69.689665
